symbol,open,high,low,issue_price,ltP,chn,per,qty,trdVal,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,nearWKH,nearWKL,maturityDate,chartTodayPath,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,meta
SGBJUN31I,7688.1,7770,7688.1,0,7719.85,-53.9,-0.69,406,3131888.06,8200,5870,,,29.992254197046503,-2.232114588214435,7773.75,5.855487804878044,-31.51362862010222,UN31I,https://nsearchives.nseindia.com/today/SGBJUN31IGBN.svg,29.71,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBJUN31I-GB.svg,15-Jul-2024,-2.34,https://nsearchives.nseindia.com/30d/SGBJUN31I-GB.svg,"{'symbol': 'SGBJUN31I', 'companyName': 'SOVEREIGN GOLD BONDS 2.50% JUNE 2031 SR-I 2023-24', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020230069', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBMAR30X,7795,8184.75,7705,0,7705,-57.2,-0.74,56,443060.24,8184.75,5725,,,30.748345494654675,-1.508876344745776,7762.2,5.8615107364305565,-34.585152838427945,AR30X,https://nsearchives.nseindia.com/today/SGBMAR30XGBN.svg,31.1,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBMAR30X-GB.svg,15-Jul-2024,-1.51,https://nsearchives.nseindia.com/30d/SGBMAR30X-GB.svg,"{'symbol': 'SGBMAR30X', 'companyName': 'SOVEREIGN GOLD BONDS 2.50% MARCH 2030 SR-X 2021-22', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020210319', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBAPR28I,7550,7579,7450,0,7479.25,-56.51,-0.75,119,892849.86,8196.3,5811,,,26.83143971510938,-4.989202235772358,7535.76,8.748459670827073,-28.708483909826192,PR28I,https://nsearchives.nseindia.com/today/SGBAPR28IGBN.svg,26.13,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBAPR28I-GB.svg,15-Jul-2024,-4.8,https://nsearchives.nseindia.com/30d/SGBAPR28I-GB.svg,"{'symbol': 'SGBAPR28I', 'companyName': 'SOVEREIGN GOLD BONDS 2.50% APRIL 2028 SR-I 2020-21', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020200062', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBSEP24,7153.82,7250,7076.11,3150,7100,-53.82,-0.75,115,817382.05,7775,5789,,,21.171575537677533,-5.908171676504339,7153.82,8.681672025723472,-22.646398341682502,SEP24,https://nsearchives.nseindia.com/today/SGBSEP24GBN.svg,19.66,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBSEP24-GB.svg,15-Jul-2024,-5.81,https://nsearchives.nseindia.com/30d/SGBSEP24-GB.svg,"{'symbol': 'SGBSEP24', 'companyName': 'Sovereign Gold Bonds 2.75% SEP 2024 Tr-V', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020160043', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBD29VIII,7549,7549,7301,0,7479,-58.75,-0.78,475,3517128,7988.99,5750,,,27.193877551020407,-4.103090139761508,7537.75,6.383660512780712,-30.069565217391304,9VIII,https://nsearchives.nseindia.com/today/SGBD29VIIIGBN.svg,27.24,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBD29VIII-GB.svg,15-Jul-2024,-4.09,https://nsearchives.nseindia.com/30d/SGBD29VIII-GB.svg,"{'symbol': 'SGBD29VIII', 'companyName': 'SOVEREIGN GOLD BONDS 2.50% DECEMBER 2029 SR-VIII 2021-22', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020210228', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBOCT25,7230,7239,7230,2906,7239,-63,-0.86,2,14469,8188.95,5820,,,23.680164018452075,-3.027461486939049,7302,11.60038832817394,-24.38144329896907,OCT25,https://nsearchives.nseindia.com/today/SGBOCT25GBN.svg,23.68,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBOCT25-GB.svg,15-Jul-2024,-3.03,https://nsearchives.nseindia.com/30d/SGBOCT25-GB.svg,"{'symbol': 'SGBOCT25', 'companyName': '2.50% GOLDBONDS2025SR-III', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020170059', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBJAN27,7360,7439.99,7350,3164,7435,-66,-0.88,56,413549.92,7999,5758.11,,,27.007174581482747,-4.064516129032258,7501,7.050881360170021,-29.122229342614162,JAN27,https://nsearchives.nseindia.com/today/SGBJAN27GBN.svg,26.19,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBJAN27-GB.svg,15-Jul-2024,-4.06,https://nsearchives.nseindia.com/30d/SGBJAN27-GB.svg,"{'symbol': 'SGBJAN27', 'companyName': '2.50%GOLDBONDS2027Sr-V', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020180462', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBMAY25,7251.03,7345,7240,2901,7345,-80,-1.08,72,523563.12,7799.99,5751,,,24.929201116453747,-3.7352555701179555,7425,5.833212606682826,-27.716918796731004,MAY25,https://nsearchives.nseindia.com/today/SGBMAY25GBN.svg,25.27,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBMAY25-GB.svg,15-Jul-2024,-3.82,https://nsearchives.nseindia.com/30d/SGBMAY25-GB.svg,"{'symbol': 'SGBMAY25', 'companyName': 'Sovereign Gold Bonds 2.50% MAY 2025 Sr-I 2017-18', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020170018', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBJU29III,7449.5,7452.5,7449.5,0,7449.5,-108.85,-1.44,30,223513.5,8000,5800,,,26.989132750905604,-3.265809635112323,7558.35,6.88125,-28.439655172413794,29III,https://nsearchives.nseindia.com/today/SGBJU29IIIGBN.svg,26.8,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBJU29III-GB.svg,15-Jul-2024,-3.27,https://nsearchives.nseindia.com/30d/SGBJU29III-GB.svg,"{'symbol': 'SGBJU29III', 'companyName': 'SOVEREIGN GOLD BONDS 2.5% JUNE 2029 SR-III 2021-22', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020210087', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBFEB27,7500,7500,7375.03,3276,7375.03,-124.97,-1.67,53,394208.17,7900,5752.6,,,25.63935264054514,-1.6662666666666701,7500,6.645189873417725,-28.203421061780748,FEB27,https://nsearchives.nseindia.com/today/SGBFEB27GBN.svg,25.76,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBFEB27-GB.svg,11-Jul-2024,-1.34,https://nsearchives.nseindia.com/30d/SGBFEB27-GB.svg,"{'symbol': 'SGBFEB27', 'companyName': '2.50%GOLDBONDS2027Sr-VI', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020180561', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBSEP29VI,7501,7579.99,7410,0,7471,-129,-1.70,539,4050746.7,7990,5652,,,26.8474892822276,-3.126256142944209,7600,6.495619524405507,-32.18329794762916,P29VI,https://nsearchives.nseindia.com/today/SGBSEP29VIGBN.svg,26.98,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBSEP29VI-GB.svg,15-Jul-2024,-3.05,https://nsearchives.nseindia.com/30d/SGBSEP29VI-GB.svg,"{'symbol': 'SGBSEP29VI', 'companyName': 'SOVEREIGN GOLD BONDS 2.5% SEPTEMBER 2029 SR-VI 2021-22', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020210145', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
