symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,nearWKH,nearWKL,chartTodayPath,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,meta
HDFCVALUE,HDFC NIFTY50 Value 20 ETF,141.01,142.98,139.67,142,-0.21,-0.15,6552,921145.68,140.0366,147.19,100.3,-,-,39.21568627450981,0.39592760180995634,142.21,3.5260547591548326,-41.5752741774676,https://nsearchives.nseindia.com/today/HDFCVALUEEQN.svg,36.86,14-Aug-2023,https://nsearchives.nseindia.com/365d/HDFCVALUE-EQ.svg,15-Jul-2024,-0.47,https://nsearchives.nseindia.com/30d/HDFCVALUE-EQ.svg,"{'symbol': 'HDFCVALUE', 'companyName': 'HDFC Mutual Fund - HDFC NIFTY50 Value 20 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1DK8', 'slb_isin': 'INF179KC1DK8', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
MAHKTECH,Hang Seng TECH Total Return Index,13.44,13.5,13.3,13.41,-0.02,-0.15,191425,2555523.75,12.36,16,11.65,-,-,-10.000000000000002,-3.386167146974068,13.43,16.1875,-15.107296137339054,https://nsearchives.nseindia.com/today/MAHKTECHEQN.svg,-11.42,14-Aug-2023,https://nsearchives.nseindia.com/365d/MAHKTECH-EQ.svg,15-Jul-2024,-3.89,https://nsearchives.nseindia.com/30d/MAHKTECH-EQ.svg,"{'symbol': 'MAHKTECH', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Hang Seng TECH ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01HS7', 'slb_isin': 'INF769K01HS7', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
EBBETF0425,Nifty BHARAT Bond,1239.99,1239.99,1222,1222.6,-2,-0.16,24997,30562082.11,1230.5975,1392.5,1121.5,-,-,6.777292576419206,0.005725830858951219,1224.6,12.201077199281873,-9.014712438698163,https://nsearchives.nseindia.com/today/EBBETF0425EQN.svg,7.1,14-Aug-2023,https://nsearchives.nseindia.com/365d/EBBETF0425-EQ.svg,15-Jul-2024,0.36,https://nsearchives.nseindia.com/30d/EBBETF0425-EQ.svg,"{'symbol': 'EBBETF0425', 'companyName': 'Edelweiss Mutual Fund - BHARAT Bond ETF - April 2025', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01LD3', 'slb_isin': 'INF754K01LD3', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
MOQUALITY,Motilal Oswal S&P BSE Quality ETF,211.8,211.8,208,209,-0.36,-0.17,1257,263039.82,209.0592,220,130,-,-,55.74931067888814,-0.9760257746612349,209.36,5.0,-60.76923076923077,https://nsearchives.nseindia.com/today/MOQUALITYEQN.svg,56.01,14-Aug-2023,https://nsearchives.nseindia.com/365d/MOQUALITY-EQ.svg,15-Jul-2024,-0.9,https://nsearchives.nseindia.com/30d/MOQUALITY-EQ.svg,"{'symbol': 'MOQUALITY', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal S&P BSE Quality ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01BH8', 'slb_isin': 'INF247L01BH8', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
AXISNIFTY,Nifty 50,261.54,261.98,260.67,261.06,-0.48,-0.18,2963,775061.54,261.4277,275,197.9,23-JUL-20, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 10/- PER SHARE,25.040712711945588,-1.7611198916233939,261.54,5.069090909090908,-31.915108640727638,https://nsearchives.nseindia.com/today/AXISNIFTYEQN.svg,25.42,14-Aug-2023,https://nsearchives.nseindia.com/365d/AXISNIFTY-EQ.svg,15-Jul-2024,-1.66,https://nsearchives.nseindia.com/30d/AXISNIFTY-EQ.svg,"{'symbol': 'AXISNIFTY', 'companyName': 'AXIS MUTUAL FUND - Axis NIFTY 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K01W98', 'slb_isin': 'INF846K01W98', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
BSE500IETF,S&P BSE 500 index,38.45,38.65,38.02,38.26,-0.07,-0.18,186944,7122566.4,38.2312,40.08,24.2,28-OCT-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,Infinity,-2.0732019452265225,38.33,4.540918163672655,-58.099173553719,https://nsearchives.nseindia.com/today/BSE500IETFEQN.svg,-,-,-,15-Jul-2024,-2.15,https://nsearchives.nseindia.com/30d/BSE500IETF-EQ.svg,"{'symbol': 'BSE500IETF', 'companyName': 'ICICI Prudential BSE 500 ETF', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC1V59', 'slb_isin': 'INF109KC1V59', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
BANKBEES,Nifty Bank,512.51,513.4,510.48,511.44,-0.97,-0.19,806481,412184374.29,511.6882,545.49,430.1,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,14.247419916901213,-4.94210360017099,512.41,6.24209426387285,-18.911880957916757,https://nsearchives.nseindia.com/today/BANKBEESEQN.svg,13.71,14-Aug-2023,https://nsearchives.nseindia.com/365d/BANKBEES-EQ.svg,15-Jul-2024,-4.96,https://nsearchives.nseindia.com/30d/BANKBEES-EQ.svg,"{'symbol': 'BANKBEES', 'companyName': 'Nippon India ETF Nifty Bank BeES', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB15I9', 'slb_isin': 'INF204KB15I9', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SBIETFCON,Nifty India Consumption Index,120.67,120.67,117.5,118.5,-0.24,-0.20,7959,946723.05,118.684,133,81.75,-,-,41.78033022254128,1.6731016731016757,118.74,10.902255639097744,-44.95412844036697,https://nsearchives.nseindia.com/today/SBIETFCONEQN.svg,41.95,14-Aug-2023,https://nsearchives.nseindia.com/365d/SBIETFCON-EQ.svg,15-Jul-2024,1.84,https://nsearchives.nseindia.com/30d/SBIETFCON-EQ.svg,"{'symbol': 'SBIETFCON', 'companyName': 'SBI Mutual Fund - SBI ETF Consumption', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KA1X17', 'slb_isin': 'INF200KA1X17', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
HDFCLOWVOL,HDFC NIFTY100 Low Volatility 30 ETF,20.38,20.38,19.93,19.96,-0.04,-0.20,8378,167476.22,20.0269,21.47,13,20-OCT-23,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 126.18/- PER SHARE TO RS 12.618/- PER SHARE,-86.7004264392324,0.10030090270812222,20,7.033069399161612,-53.53846153846155,https://nsearchives.nseindia.com/today/HDFCLOWVOLEQN.svg,-86.6,14-Aug-2023,https://nsearchives.nseindia.com/365d/HDFCLOWVOL-EQ.svg,15-Jul-2024,0.05,https://nsearchives.nseindia.com/30d/HDFCLOWVOL-EQ.svg,"{'symbol': 'HDFCLOWVOL', 'companyName': 'HDFC Mutual Fund - HDFC NIFTY100 Low Volatility 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1HU8', 'slb_isin': 'INF179KC1HU8', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
INFRAIETF,ICICI Prudential Nifty Infrastructure ETF,92.61,93.1,91.65,92.55,-0.19,-0.20,114722,10599165.58,92.582,100.1,60.45,-,-,Infinity,-3.1194389197110897,92.74,7.542457542457541,-53.10173697270471,https://nsearchives.nseindia.com/today/INFRAIETFEQN.svg,-,-,-,15-Jul-2024,-3.28,https://nsearchives.nseindia.com/30d/INFRAIETF-EQ.svg,"{'symbol': 'INFRAIETF', 'companyName': 'ICICI Prudential Mutual Fund-ICICI Prudential Nifty Infrastructure ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC16E5', 'slb_isin': 'INF109KC16E5', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
ALPHA,NIFTY Alpha 50 Index,55.54,56.39,54.75,55.43,-0.11,-0.20,852538,47060097.6,55.4755,58.1,32.02,-,-,Infinity,-3.5161009573542263,55.54,4.595524956970743,-73.11055590256088,https://nsearchives.nseindia.com/today/ALPHAEQN.svg,-,-,-,15-Jul-2024,-3.57,https://nsearchives.nseindia.com/30d/ALPHA-EQ.svg,"{'symbol': 'ALPHA', 'companyName': 'Kotak Mahindra Mutual Fund - Kotak Nifty Alpha 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1IA5', 'slb_isin': 'INF174KA1IA5', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SETF10GILT,Nifty 10 yr Benchmark G-Sec Index,236.99,236.99,235.52,236.5,-0.49,-0.21,6166,1459985.48,235.7888,267,213.8,-,-,9.011292924637019,1.6199028917629916,236.99,11.423220973782772,-10.617399438727778,https://nsearchives.nseindia.com/today/SETF10GILTEQN.svg,9.07,14-Aug-2023,https://nsearchives.nseindia.com/365d/SETF10GILT-EQ.svg,15-Jul-2024,1.63,https://nsearchives.nseindia.com/30d/SETF10GILT-EQ.svg,"{'symbol': 'SETF10GILT', 'companyName': 'SBI Mutual Fund - SBI-ETF 10 YEAR GILT ', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KA1JT1', 'slb_isin': 'INF200KA1JT1', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
MOLOWVOL,Nifty Midcap 100 TRI,38.71,38.71,37.65,37.87,-0.08,-0.21,94960,3587588.8,37.9521,39.95,27,11-AUG-22,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER UNIT TO RS 2/- PER UNIT,33.34507042253521,-1.8657683337652395,37.95,5.206508135168974,-40.25925925925925,https://nsearchives.nseindia.com/today/MOLOWVOLEQN.svg,33.18,14-Aug-2023,https://nsearchives.nseindia.com/365d/MOLOWVOL-EQ.svg,15-Jul-2024,-2.02,https://nsearchives.nseindia.com/30d/MOLOWVOL-EQ.svg,"{'symbol': 'MOLOWVOL', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal S&P BSE Low Volatility ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01BL0', 'slb_isin': 'INF247L01BL0', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
